datetime,temp,humidity,precip,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility
2026-01-20 03:00:00,26.3,83.09,0.1,20.9,15.1,329.5,1007.0,24.5,
2026-01-20 04:00:00,26.3,82.59,0.1,21.6,15.8,328.3,1008.0,29.9,
2026-01-20 05:00:00,26.3,80.61,0.1,22.0,15.8,330.0,1008.0,40.4,
2026-01-20 06:00:00,26.3,81.1,0.1,21.6,15.8,326.4,1009.0,50.6,
2026-01-20 07:00:00,26.4,80.14,0.0,20.2,14.8,331.3,1010.0,41.8,
2026-01-20 08:00:00,26.5,80.15,0.0,18.4,13.3,333.9,1010.0,47.2,
2026-01-20 09:00:00,26.6,79.68,0.0,18.4,12.2,332.1,1011.0,34.1,
2026-01-20 10:00:00,26.6,80.16,0.0,19.4,10.8,331.2,1011.0,46.7,
2026-01-20 11:00:00,26.7,79.69,0.0,20.2,11.5,327.8,1011.0,32.3,
2026-01-20 12:00:00,26.7,80.18,0.0,21.6,13.0,324.5,1010.0,16.4,
2026-01-20 13:00:00,26.7,80.18,0.0,22.7,13.0,323.9,1009.0,15.0,
2026-01-20 14:00:00,26.8,79.22,0.0,23.4,13.3,327.1,1008.0,4.8,
2026-01-20 15:00:00,26.9,78.76,0.0,19.4,14.4,331.5,1008.0,6.1,
2026-01-20 16:00:00,27.0,78.3,0.0,20.2,15.1,335.7,1008.0,8.9,
2026-01-20 17:00:00,27.1,77.84,0.0,20.5,15.5,340.7,1008.0,11.4,
2026-01-20 18:00:00,27.1,77.84,0.0,20.9,14.8,347.3,1008.0,7.9,
2026-01-20 19:00:00,27.2,76.45,0.0,22.3,16.2,357.0,1009.0,15.1,
2026-01-20 20:00:00,27.1,76.9,0.0,24.5,18.7,7.0,1009.0,14.9,
2026-01-20 21:00:00,26.9,78.76,0.0,27.4,20.5,12.1,1010.0,9.0,
2026-01-20 22:00:00,26.7,80.18,0.0,29.2,20.9,14.3,1010.0,9.6,
2026-01-20 23:00:00,26.4,82.1,0.1,31.0,21.6,17.2,1010.0,21.7,
2026-01-21 00:00:00,26.2,83.58,0.1,32.0,22.7,18.4,1010.0,33.6,
2026-01-21 01:00:00,26.0,84.07,0.1,32.0,23.4,19.6,1010.0,71.3,
2026-01-21 02:00:00,26.0,83.06,0.0,31.0,24.5,20.2,1009.0,96.2,
2026-01-21 03:00:00,26.0,81.56,0.1,32.8,25.2,19.2,1009.0,96.7,
2026-01-21 04:00:00,26.1,80.1,0.1,35.3,26.6,18.4,1009.0,97.2,
2026-01-21 05:00:00,26.1,79.13,0.1,37.4,28.4,20.5,1010.0,91.1,
2026-01-21 06:00:00,26.1,79.13,0.1,38.9,29.9,19.1,1011.0,90.9,
2026-01-21 07:00:00,26.1,78.65,0.0,39.6,30.6,21.4,1011.0,80.1,
2026-01-21 08:00:00,26.3,77.72,0.0,40.3,30.6,24.5,1012.0,42.6,
2026-01-21 09:00:00,26.4,77.26,0.0,40.3,29.9,26.9,1012.0,8.9,
2026-01-21 10:00:00,26.4,77.26,0.0,39.6,29.5,27.1,1012.0,22.8,
2026-01-21 11:00:00,26.5,76.81,0.0,40.0,29.5,23.7,1012.0,31.0,
2026-01-21 12:00:00,26.6,76.36,0.0,39.6,29.9,19.7,1011.0,24.6,
2026-01-21 13:00:00,26.7,75.45,0.0,40.0,29.5,15.9,1010.0,13.4,
2026-01-21 14:00:00,26.9,73.66,0.0,40.0,29.5,13.0,1009.0,6.8,
2026-01-21 15:00:00,27.0,73.23,0.0,40.3,31.0,12.4,1009.0,16.2,
2026-01-21 16:00:00,27.0,73.23,0.0,41.4,31.3,13.5,1009.0,40.3,
2026-01-21 17:00:00,27.0,72.78,0.0,43.2,32.8,15.9,1009.0,68.5,
2026-01-21 18:00:00,26.7,73.63,0.0,45.4,32.4,16.1,1010.0,45.3,
2026-01-21 19:00:00,26.5,74.96,0.0,47.5,34.2,18.6,1011.0,27.1,
2026-01-21 20:00:00,26.1,76.28,0.2,48.2,34.9,22.1,1012.0,27.7,
2026-01-21 21:00:00,26.1,77.22,0.1,48.6,34.9,24.2,1012.0,30.8,
2026-01-21 22:00:00,25.9,79.1,0.0,47.5,34.9,25.4,1012.0,27.3,
2026-01-21 23:00:00,25.7,80.04,0.1,46.8,36.0,26.2,1012.0,36.2,
2026-01-22 00:00:00,25.6,81.01,0.1,47.9,36.7,27.4,1012.0,44.2,
2026-01-22 01:00:00,25.7,80.53,0.1,47.5,35.6,26.4,1012.0,47.9,
2026-01-22 02:00:00,25.5,81.0,0.1,47.2,35.6,25.1,1012.0,50.6,
2026-01-22 03:00:00,25.5,80.51,0.1,49.0,36.4,25.2,1011.0,38.0,
2026-01-22 04:00:00,25.6,80.03,0.1,49.7,37.1,26.0,1012.0,32.1,
2026-01-22 05:00:00,25.6,79.54,0.0,50.0,37.4,27.0,1012.0,21.5,
2026-01-22 06:00:00,25.7,76.69,0.0,51.5,36.7,23.7,1013.0,24.4,
2026-01-22 07:00:00,25.8,76.24,0.0,52.6,38.2,22.6,1013.0,18.6,
2026-01-22 08:00:00,25.7,77.16,0.0,55.1,40.3,24.0,1014.0,20.5,
2026-01-22 09:00:00,25.7,77.16,0.1,56.9,40.7,26.7,1014.0,18.2,
2026-01-22 10:00:00,25.8,75.77,0.1,57.2,40.0,27.6,1014.0,34.0,
2026-01-22 11:00:00,26.0,73.51,0.0,56.9,39.6,26.5,1014.0,22.2,
2026-01-22 12:00:00,26.2,70.88,0.0,55.1,39.6,24.4,1013.0,20.7,
2026-01-22 13:00:00,26.4,69.18,0.0,54.0,39.2,22.6,1012.0,17.6,
2026-01-22 14:00:00,26.6,65.07,0.0,52.6,38.5,20.2,1011.0,18.0,
2026-01-22 15:00:00,26.7,62.7,0.0,51.8,38.5,19.2,1011.0,18.6,
2026-01-22 16:00:00,26.7,61.92,0.0,51.1,38.2,20.5,1011.0,14.5,
2026-01-22 17:00:00,26.8,61.56,0.0,51.1,38.2,23.7,1011.0,10.4,
2026-01-22 18:00:00,26.8,63.11,0.0,51.1,36.7,26.0,1012.0,20.2,
2026-01-22 19:00:00,26.7,64.68,0.0,51.5,38.2,29.4,1013.0,16.1,
2026-01-22 20:00:00,26.3,68.31,0.0,52.2,39.2,30.5,1013.0,7.9,
2026-01-22 21:00:00,25.9,72.15,0.0,53.6,40.0,30.7,1014.0,8.1,
2026-01-22 22:00:00,25.6,74.35,0.0,54.7,40.3,31.8,1014.0,3.1,
2026-01-22 23:00:00,25.6,74.35,0.0,55.1,40.0,33.0,1014.0,10.5,
2026-01-23 00:00:00,25.5,75.26,0.1,54.4,39.6,34.8,1014.0,14.5,
2026-01-23 01:00:00,25.4,76.17,0.1,53.3,39.2,36.6,1013.0,18.8,
2026-01-23 02:00:00,25.3,76.63,0.1,50.8,38.5,37.6,1013.0,20.9,
2026-01-23 03:00:00,25.3,76.63,0.1,51.8,37.1,37.9,1013.0,19.3,
2026-01-23 04:00:00,25.3,76.63,0.1,50.0,36.4,38.6,1013.0,18.2,
2026-01-23 05:00:00,25.3,76.63,0.1,49.0,35.6,38.5,1014.0,19.1,
2026-01-23 06:00:00,25.1,77.55,0.2,47.2,33.1,31.6,1015.0,51.9,
2026-01-23 07:00:00,25.1,78.5,0.1,46.1,33.5,31.5,1015.0,36.5,
2026-01-23 08:00:00,25.3,78.05,0.0,45.4,33.5,31.1,1016.0,57.9,
2026-01-23 09:00:00,25.3,78.53,0.0,44.3,33.5,31.6,1016.0,73.4,
2026-01-23 10:00:00,25.5,76.66,0.0,43.9,32.8,31.1,1016.0,61.8,
2026-01-23 11:00:00,25.7,75.29,0.0,43.6,32.4,28.2,1016.0,65.0,
2026-01-23 12:00:00,25.9,73.95,0.0,42.5,32.4,27.0,1015.0,36.1,
2026-01-23 13:00:00,26.1,72.18,0.0,41.4,32.4,26.1,1014.0,45.5,
2026-01-23 14:00:00,26.3,70.46,0.0,41.4,32.4,26.6,1013.0,29.1,
2026-01-23 15:00:00,26.4,70.04,0.0,44.3,33.8,28.7,1013.0,17.0,
2026-01-23 16:00:00,26.5,69.63,0.0,46.4,35.6,32.8,1013.0,21.9,
2026-01-23 17:00:00,26.3,70.89,0.0,47.9,36.4,36.5,1013.0,26.8,
2026-01-23 18:00:00,25.9,73.04,0.0,47.9,32.4,34.4,1014.0,15.1,
2026-01-23 19:00:00,25.9,72.59,0.0,47.5,31.7,34.7,1014.0,28.0,
2026-01-23 20:00:00,25.9,72.15,0.0,47.2,31.7,34.6,1014.0,22.8,
2026-01-23 21:00:00,25.9,71.7,0.0,46.4,31.3,35.5,1015.0,12.2,
2026-01-23 22:00:00,25.8,72.13,0.0,45.4,32.0,32.8,1015.0,14.4,
2026-01-23 23:00:00,25.9,71.7,0.0,43.9,32.4,29.8,1015.0,16.4,
2026-01-24 00:00:00,25.8,72.13,0.0,42.8,34.2,31.8,1015.0,17.9,
2026-01-24 01:00:00,25.8,72.13,0.0,41.4,35.6,37.4,1014.0,25.4,
2026-01-24 02:00:00,25.7,72.11,0.0,43.2,35.6,42.4,1013.0,22.2,
2026-01-24 03:00:00,25.6,72.54,0.0,47.9,35.6,43.8,1013.0,24.4,
2026-01-24 04:00:00,25.4,73.41,0.0,48.6,35.6,45.8,1013.0,18.2,
2026-01-24 05:00:00,25.4,73.86,0.0,48.2,35.6,47.3,1014.0,16.2,
2026-01-24 06:00:00,25.5,75.26,0.0,47.9,32.0,40.5,1014.0,36.4,
2026-01-24 07:00:00,25.5,74.79,0.0,46.4,32.4,39.5,1015.0,40.6,
2026-01-24 08:00:00,25.6,73.44,0.0,45.4,32.8,40.4,1015.0,51.7,
2026-01-24 09:00:00,25.7,72.11,0.0,45.0,32.0,39.7,1016.0,51.4,
2026-01-24 10:00:00,25.9,69.95,0.0,44.3,30.6,36.6,1016.0,74.9,
2026-01-24 11:00:00,26.1,68.27,0.0,43.6,30.6,32.9,1015.0,87.3,
2026-01-24 12:00:00,26.4,65.84,0.0,43.2,29.9,30.5,1014.0,92.2,
2026-01-24 13:00:00,26.6,64.26,0.0,42.1,29.2,26.9,1013.0,96.7,
2026-01-24 14:00:00,26.8,62.72,0.0,41.8,31.0,26.3,1013.0,100.0,
2026-01-24 15:00:00,26.9,61.97,0.0,41.8,32.4,27.3,1013.0,95.1,
2026-01-24 16:00:00,26.9,62.35,0.0,43.2,33.8,28.6,1012.0,94.5,
2026-01-24 17:00:00,26.8,63.11,0.0,46.1,35.6,32.2,1013.0,97.7,
2026-01-24 18:00:00,26.6,65.88,0.0,48.6,33.1,28.8,1013.0,76.3,
2026-01-24 19:00:00,26.4,65.43,0.0,49.0,34.2,32.6,1014.0,73.5,
2026-01-24 20:00:00,26.3,64.6,0.0,48.2,33.8,34.8,1015.0,74.8,
2026-01-24 21:00:00,26.1,64.96,0.0,46.4,31.7,34.2,1015.0,49.4,
2026-01-24 22:00:00,26.1,64.96,0.0,43.9,29.9,33.3,1015.0,60.1,
2026-01-24 23:00:00,26.1,64.96,0.0,41.0,29.2,31.0,1015.0,55.3,
2026-01-25 00:00:00,26.1,65.77,0.0,39.2,28.4,31.7,1015.0,69.9,
2026-01-25 01:00:00,26.1,66.19,0.0,37.1,26.6,31.9,1014.0,79.9,
2026-01-25 02:00:00,26.1,66.6,0.0,34.2,24.8,30.6,1014.0,76.0,
2026-01-25 03:00:00,26.1,67.01,0.0,32.4,23.4,31.3,1013.0,60.2,
2026-01-25 04:00:00,26.2,67.45,0.0,31.3,23.4,33.5,1013.0,76.7,
2026-01-25 05:00:00,26.2,69.15,0.0,31.3,23.8,37.3,1013.0,91.4,
2026-01-25 06:00:00,26.1,68.27,0.0,31.7,24.5,34.4,1014.0,99.3,
2026-01-25 07:00:00,26.1,69.13,0.0,31.7,23.8,40.0,1015.0,100.0,
2026-01-25 08:00:00,26.2,69.57,0.0,30.6,22.3,38.6,1015.0,100.0,
2026-01-25 09:00:00,26.3,70.02,0.0,29.5,22.7,34.8,1015.0,100.0,
2026-01-25 10:00:00,26.3,71.33,0.0,29.9,22.7,31.9,1015.0,100.0,
2026-01-25 11:00:00,26.3,73.11,0.0,31.0,23.0,28.0,1014.0,100.0,
2026-01-25 12:00:00,26.6,73.16,0.0,31.3,23.8,22.3,1013.0,99.4,
2026-01-25 13:00:00,26.9,72.32,0.0,31.3,23.0,13.0,1013.0,100.0,
2026-01-25 14:00:00,27.1,73.69,0.0,31.0,22.0,1.4,1012.0,100.0,
2026-01-25 15:00:00,27.0,76.42,0.0,28.4,22.3,354.3,1011.0,99.6,
2026-01-25 16:00:00,26.8,77.8,0.0,30.6,24.1,358.1,1012.0,93.8,
2026-01-25 17:00:00,26.5,80.15,0.0,34.9,27.4,9.7,1012.0,93.9,
2026-01-25 18:00:00,26.8,78.75,0.0,40.3,25.9,14.1,1013.0,99.9,
2026-01-25 19:00:00,26.6,80.65,0.0,40.7,28.4,15.4,1013.0,100.0,
2026-01-25 20:00:00,26.5,80.64,0.0,41.0,29.2,20.1,1014.0,100.0,
2026-01-25 21:00:00,26.5,80.64,0.2,41.0,28.1,25.4,1015.0,100.0,
2026-01-25 22:00:00,26.3,82.59,0.1,39.2,26.6,25.2,1014.0,100.0,
2026-01-25 23:00:00,26.2,83.58,0.0,34.9,25.6,22.9,1014.0,100.0,
2026-01-26 00:00:00,26.1,84.59,0.1,36.0,26.3,24.4,1013.0,100.0,
2026-01-26 01:00:00,26.0,85.09,0.3,38.5,28.1,33.6,1013.0,100.0,
2026-01-26 02:00:00,25.9,85.6,0.9,39.6,29.9,40.8,1012.0,100.0,
2026-01-26 03:00:00,25.9,85.6,0.1,38.5,28.8,42.2,1012.0,100.0,
2026-01-26 04:00:00,26.1,85.1,0.1,35.6,27.7,42.1,1012.0,100.0,
2026-01-26 05:00:00,26.0,87.17,0.1,34.9,27.0,41.8,1012.0,100.0,
2026-01-26 06:00:00,26.2,86.66,0.2,34.6,24.8,27.3,1012.0,100.0,
2026-01-26 07:00:00,26.2,87.19,0.3,35.6,26.6,32.8,1013.0,100.0,
2026-01-26 08:00:00,26.2,86.66,0.4,35.6,26.3,39.7,1014.0,100.0,
2026-01-26 09:00:00,26.3,85.63,0.2,36.0,25.6,42.9,1014.0,100.0,
2026-01-26 10:00:00,26.1,87.18,0.5,34.6,25.2,45.3,1014.0,100.0,
2026-01-26 11:00:00,26.1,87.18,0.3,34.2,26.6,47.0,1014.0,100.0,
2026-01-26 12:00:00,26.2,86.14,0.3,35.6,27.7,49.2,1013.0,100.0,
2026-01-26 13:00:00,26.3,85.63,0.3,37.8,27.7,49.7,1012.0,100.0,
2026-01-26 14:00:00,26.4,85.13,0.2,37.4,26.6,48.9,1011.0,100.0,
2026-01-26 15:00:00,26.4,85.64,0.3,36.4,27.0,53.5,1011.0,100.0,
2026-01-26 16:00:00,26.4,85.64,0.5,36.4,25.9,55.5,1011.0,100.0,
2026-01-26 17:00:00,26.3,86.67,0.3,36.0,24.8,55.6,1012.0,100.0,
2026-01-26 18:00:00,26.1,85.61,0.7,32.4,23.0,48.8,1012.0,100.0,
2026-01-26 19:00:00,26.3,85.63,0.2,32.8,24.8,41.9,1012.0,100.0,
2026-01-26 20:00:00,26.4,85.13,0.1,34.2,26.6,42.8,1012.0,100.0,
2026-01-26 21:00:00,26.3,86.15,0.0,36.4,28.1,43.0,1013.0,100.0,
2026-01-26 22:00:00,26.1,87.18,0.1,38.5,27.4,46.5,1012.0,100.0,
2026-01-26 23:00:00,26.1,87.18,0.1,40.3,25.2,51.4,1013.0,99.0,
2026-01-27 00:00:00,26.0,87.17,0.1,40.7,23.8,56.0,1012.0,99.9,
2026-01-27 01:00:00,25.9,87.69,0.1,40.7,23.0,58.8,1012.0,99.6,
2026-01-27 02:00:00,26.0,87.17,0.1,39.6,20.9,59.3,1011.0,99.6,
2026-01-27 03:00:00,26.1,86.13,0.1,27.0,20.5,58.6,1011.0,97.2,
2026-01-27 04:00:00,26.1,86.13,0.1,26.6,20.2,57.2,1011.0,95.4,
2026-01-27 05:00:00,26.0,86.64,0.3,27.7,21.2,59.4,1012.0,97.0,
2026-01-27 06:00:00,26.0,86.12,0.1,28.1,22.0,51.0,1013.0,95.1,
2026-01-27 07:00:00,26.1,86.13,0.0,28.4,21.6,54.8,1013.0,83.5,
2026-01-27 08:00:00,26.2,85.11,0.0,28.1,21.6,49.5,1014.0,62.2,
2026-01-27 09:00:00,26.3,84.61,0.0,29.5,23.4,48.3,1014.0,63.4,
2026-01-27 10:00:00,26.3,84.61,0.0,31.3,25.6,53.1,1014.0,44.9,
2026-01-27 11:00:00,26.3,84.61,0.0,32.0,24.8,55.4,1014.0,42.3,
2026-01-27 12:00:00,26.4,84.62,0.0,31.3,22.7,53.5,1013.0,45.3,
2026-01-27 13:00:00,26.6,83.63,0.0,28.4,23.4,50.6,1012.0,34.7,
2026-01-27 14:00:00,26.7,82.64,0.0,27.4,24.5,47.5,1011.0,59.1,
2026-01-27 15:00:00,26.7,82.14,0.0,33.1,25.2,44.7,1011.0,51.2,
2026-01-27 16:00:00,26.5,82.61,0.0,32.8,25.6,43.5,1011.0,57.2,
2026-01-27 17:00:00,26.5,83.11,0.0,34.2,27.0,46.9,1012.0,71.2,
2026-01-27 18:00:00,26.7,82.14,0.1,37.1,25.6,40.9,1012.0,80.0,
2026-01-27 19:00:00,26.6,83.12,0.0,37.1,27.0,42.6,1013.0,63.9,
2026-01-27 20:00:00,26.6,81.63,0.2,37.1,27.0,45.1,1013.0,39.3,
2026-01-27 21:00:00,26.6,82.13,0.1,37.1,27.7,46.1,1014.0,27.1,
2026-01-27 22:00:00,26.4,83.6,0.0,36.7,28.1,47.8,1014.0,22.0,
2026-01-27 23:00:00,26.4,83.1,0.1,37.4,27.7,47.3,1013.0,26.2,
2026-01-28 00:00:00,26.4,82.6,0.1,37.8,27.4,47.8,1013.0,36.0,
2026-01-28 01:00:00,26.4,81.61,0.3,38.9,27.4,50.1,1012.0,47.6,
2026-01-28 02:00:00,26.4,82.6,0.1,38.2,28.1,51.3,1012.0,43.6,
2026-01-28 03:00:00,26.4,82.6,0.0,37.4,28.4,52.0,1011.0,48.8,
2026-01-28 04:00:00,26.5,81.62,0.0,38.5,28.1,51.2,1012.0,58.6,
2026-01-28 05:00:00,26.5,81.13,0.0,38.5,29.2,48.9,1012.0,91.1,
2026-01-28 06:00:00,26.7,78.73,0.0,38.9,27.0,36.0,1013.0,100.0,
2026-01-28 07:00:00,26.8,77.8,0.0,38.9,29.2,37.5,1014.0,100.0,
2026-01-28 08:00:00,26.8,77.8,0.0,39.6,31.0,38.3,1014.0,97.1,
2026-01-28 09:00:00,26.7,77.78,0.0,39.6,30.2,38.3,1014.0,66.9,
2026-01-28 10:00:00,26.6,78.24,0.0,39.2,28.4,38.3,1014.0,42.4,
2026-01-28 11:00:00,26.6,77.29,0.0,37.4,27.7,37.1,1014.0,33.9,
2026-01-28 12:00:00,26.9,75.48,0.0,36.4,26.6,36.4,1013.0,39.3,
2026-01-28 13:00:00,27.1,74.15,0.0,34.2,24.5,33.4,1013.0,47.4,
2026-01-28 14:00:00,27.3,72.83,0.0,30.6,24.1,30.0,1012.0,46.6,
2026-01-28 15:00:00,27.4,72.41,0.0,31.0,24.1,26.7,1012.0,48.7,
2026-01-28 16:00:00,27.4,74.2,0.0,31.0,24.5,22.8,1012.0,43.1,
2026-01-28 17:00:00,27.3,76.47,0.0,31.3,24.8,22.5,1012.0,60.5,
2026-01-28 18:00:00,27.3,73.28,0.0,33.1,24.8,14.2,1013.0,85.1,
2026-01-28 19:00:00,27.2,73.26,0.0,36.4,29.2,23.8,1013.0,95.0,
2026-01-28 20:00:00,27.0,73.23,0.0,39.6,31.0,32.6,1014.0,92.0,
2026-01-28 21:00:00,26.8,72.75,0.1,41.8,32.0,39.6,1015.0,95.4,
2026-01-28 22:00:00,26.7,72.73,0.0,41.8,32.0,42.8,1014.0,95.7,
2026-01-28 23:00:00,26.6,72.71,0.0,41.0,31.7,41.8,1015.0,96.3,
2026-01-29 00:00:00,26.4,73.58,0.0,39.6,31.3,38.8,1014.0,98.3,
2026-01-29 01:00:00,26.3,74.01,0.0,39.2,31.3,36.9,1014.0,98.5,
2026-01-29 02:00:00,26.1,74.43,0.0,39.6,31.3,35.8,1013.0,95.1,
2026-01-29 03:00:00,26.0,74.42,0.0,41.0,31.0,35.5,1013.0,94.7,
2026-01-29 04:00:00,25.9,75.32,0.0,41.0,31.7,35.6,1013.0,81.7,
2026-01-29 05:00:00,25.8,75.77,0.0,41.8,32.4,35.5,1013.0,70.1,
2026-01-29 06:00:00,25.9,74.86,0.0,42.8,31.3,31.9,1014.0,53.7,
2026-01-29 07:00:00,25.9,74.86,0.0,43.9,33.1,33.8,1014.0,15.9,
2026-01-29 08:00:00,25.9,74.86,0.0,45.0,34.2,35.3,1015.0,24.4,
2026-01-29 09:00:00,25.9,75.78,0.0,45.7,34.6,35.5,1016.0,21.0,
2026-01-29 10:00:00,25.9,74.86,0.0,45.7,34.2,36.2,1016.0,21.2,
2026-01-29 11:00:00,26.1,72.18,0.0,44.3,33.1,36.2,1015.0,10.1,
2026-01-29 12:00:00,26.2,70.88,0.0,41.0,31.7,35.7,1014.0,14.5,
2026-01-29 13:00:00,26.5,68.35,0.0,39.2,30.2,34.4,1014.0,23.4,
2026-01-29 14:00:00,26.7,66.31,0.0,37.8,29.9,32.7,1013.0,45.0,
2026-01-29 15:00:00,26.9,64.73,0.0,39.6,30.2,29.7,1013.0,55.3,
2026-01-29 16:00:00,27.0,64.35,0.0,41.0,31.3,28.3,1012.0,35.9,
2026-01-29 17:00:00,27.0,64.35,0.0,41.8,31.7,29.9,1013.0,29.7,
2026-01-29 18:00:00,27.1,62.01,0.0,42.5,29.9,29.7,1014.0,29.3,
2026-01-29 19:00:00,27.0,62.38,0.0,42.8,31.3,33.1,1015.0,29.8,
2026-01-29 20:00:00,26.8,63.11,0.0,43.2,32.4,36.8,1015.0,30.7,
2026-01-29 21:00:00,26.5,63.84,0.0,43.2,32.4,39.2,1016.0,48.2,
2026-01-29 22:00:00,26.3,64.6,0.0,41.8,32.0,39.6,1015.0,65.2,
2026-01-29 23:00:00,26.1,64.96,0.0,40.0,29.9,39.8,1015.0,53.9,
2026-01-30 00:00:00,26.1,64.96,0.0,37.8,27.0,40.9,1015.0,45.0,
2026-01-30 01:00:00,26.0,65.35,0.0,34.6,24.1,37.3,1014.0,54.7,
2026-01-30 02:00:00,26.0,65.75,0.0,31.3,22.7,33.3,1014.0,79.5,
2026-01-30 03:00:00,26.0,66.17,0.0,29.5,21.2,28.8,1013.0,95.3,
2026-01-30 04:00:00,26.1,66.19,0.0,28.1,20.9,26.8,1013.0,99.0,
2026-01-30 05:00:00,26.2,66.62,0.0,27.7,21.2,27.1,1014.0,95.9,
2026-01-30 06:00:00,26.3,68.31,0.0,29.5,23.4,22.4,1014.0,17.4,
2026-01-30 07:00:00,26.2,70.88,0.0,32.0,25.9,28.0,1015.0,2.8,
2026-01-30 08:00:00,26.1,73.98,0.0,34.6,27.7,33.2,1016.0,30.5,
2026-01-30 09:00:00,25.9,77.19,0.0,35.3,28.1,35.1,1016.0,56.1,
2026-01-30 10:00:00,25.8,79.09,0.0,34.9,27.0,32.1,1016.0,67.6,
2026-01-30 11:00:00,25.8,80.06,0.0,34.2,25.9,29.9,1015.0,57.9,
2026-01-30 12:00:00,25.9,80.56,0.0,33.5,25.2,29.1,1015.0,38.4,
2026-01-30 13:00:00,26.0,79.6,0.0,34.9,24.8,32.4,1014.0,94.5,
2026-01-30 14:00:00,26.2,78.66,0.0,35.3,24.8,38.7,1013.0,99.1,
2026-01-30 15:00:00,26.4,78.21,0.1,32.8,24.8,42.1,1013.0,100.0,
2026-01-30 16:00:00,26.3,78.68,0.0,32.8,24.5,40.0,1013.0,97.6,
2026-01-30 17:00:00,25.8,81.53,0.1,32.4,24.5,38.3,1013.0,97.2,
2026-01-30 18:00:00,26.1,81.08,0.1,32.8,20.5,29.7,1014.0,99.3,
2026-01-30 19:00:00,26.1,81.57,0.2,35.6,21.6,32.9,1015.0,100.0,
2026-01-30 20:00:00,26.1,81.57,0.6,37.8,24.1,26.0,1015.0,100.0,
2026-01-30 21:00:00,25.9,82.54,1.4,38.5,26.6,24.5,1015.0,99.9,
2026-01-30 22:00:00,25.8,84.05,2.2,40.7,30.2,23.9,1014.0,100.0,
2026-01-30 23:00:00,25.6,86.61,2.2,41.0,32.0,22.6,1014.0,100.0,
2026-01-31 00:00:00,25.7,86.09,2.3,41.8,33.1,24.3,1014.0,100.0,
2026-01-31 01:00:00,25.8,85.59,1.7,41.4,33.1,27.0,1013.0,100.0,
2026-01-31 02:00:00,25.9,84.06,1.2,41.0,33.5,28.8,1012.0,100.0,
2026-01-31 03:00:00,26.0,81.56,1.8,44.6,33.5,30.6,1012.0,99.5,
2026-01-31 04:00:00,26.1,82.07,0.8,46.8,35.3,30.8,1012.0,99.5,
2026-01-31 05:00:00,26.2,80.11,0.4,49.0,36.0,33.3,1012.0,100.0,
2026-01-31 06:00:00,26.2,82.08,0.3,50.4,29.9,31.0,1012.0,100.0,
2026-01-31 07:00:00,26.2,82.58,0.6,50.0,31.0,36.0,1013.0,99.9,
2026-01-31 08:00:00,26.2,83.08,0.7,47.2,30.2,40.9,1014.0,100.0,
2026-01-31 09:00:00,26.2,83.08,0.7,46.4,29.9,46.2,1014.0,97.3,
2026-01-31 10:00:00,26.2,83.58,0.9,45.7,24.8,48.6,1014.0,100.0,
2026-01-31 11:00:00,26.2,84.09,0.6,42.5,22.7,39.8,1013.0,99.5,
2026-01-31 12:00:00,26.1,84.59,0.4,40.7,26.3,34.4,1013.0,93.4,
2026-01-31 13:00:00,26.1,84.59,0.3,42.1,30.6,33.3,1012.0,69.8,
2026-01-31 14:00:00,26.3,83.59,0.1,42.8,33.5,36.7,1011.0,81.4,
2026-01-31 15:00:00,26.0,86.12,0.1,43.6,32.4,42.9,1011.0,82.4,
2026-01-31 16:00:00,26.1,85.61,0.2,43.9,32.8,50.7,1011.0,88.0,
2026-01-31 17:00:00,26.2,85.11,0.5,41.4,30.6,57.6,1011.0,71.9,
2026-01-31 18:00:00,26.6,83.12,0.8,38.9,25.9,44.1,1012.0,78.7,
2026-01-31 19:00:00,25.8,88.21,1.8,36.7,25.9,45.7,1013.0,92.0,
2026-01-31 20:00:00,25.6,89.26,1.7,34.2,25.6,48.6,1013.0,93.0,
2026-01-31 21:00:00,26.1,85.61,0.5,32.4,25.6,53.1,1013.0,82.1,
2026-01-31 22:00:00,26.5,83.62,0.1,31.3,23.8,57.1,1014.0,78.5,
2026-01-31 23:00:00,26.4,84.11,0.1,31.0,24.8,61.0,1013.0,71.9,
2026-02-01 00:00:00,26.4,82.1,0.2,32.8,24.5,66.5,1013.0,70.7,
2026-02-01 01:00:00,26.3,83.59,0.1,32.0,21.6,72.9,1012.0,68.2,
2026-02-01 02:00:00,26.2,84.09,0.1,29.9,18.7,78.1,1012.0,78.3,
2026-02-01 03:00:00,26.2,84.09,0.2,24.8,17.3,81.1,1011.0,42.4,
2026-02-01 04:00:00,26.1,85.1,0.1,24.8,18.7,81.4,1011.0,24.2,
2026-02-01 05:00:00,26.1,84.08,0.1,28.1,20.5,82.5,1012.0,29.4,
2026-02-01 06:00:00,26.0,85.6,0.1,27.0,18.4,71.2,1012.0,29.0,
2026-02-01 07:00:00,26.0,85.6,0.0,28.1,21.2,63.9,1013.0,31.9,
2026-02-01 08:00:00,26.1,85.1,0.0,30.2,23.0,58.9,1013.0,44.3,
2026-02-01 09:00:00,26.3,84.1,0.0,30.6,25.2,57.3,1014.0,53.7,
2026-02-01 10:00:00,26.5,82.61,0.0,30.6,25.9,55.8,1014.0,67.8,
